	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	capillary endothelial cell	endothelial cell	endothelial cell of artery	fibroblast	macrophage	mast cell	natural killer cell	neutrophil	pericyte	smooth muscle cell	vein endothelial cell
ADM5	0	0	0	0.168587	0.376866	0	0	0	0	0	0	0	0.415247
ADNP	0.186838	0.131436	0	0.209336	0.527147	0.347501	0.0230615	0.106951	0	0	0.382302	0.0801589	0.842622
ADNP2	0.119154	0	0.407604	0.0438795	0.511435	0.125382	0.120131	0	0	0	0.0464632	0.0738808	0
ADO	0	0.000154665	0	0.0235509	0.110392	0.0765362	0.0224404	0	0	0	0.060824	0	0
ADORA2A-AS1	0	0	0	0	0	0	0.130557	0.000440465	0	0	0	0	0
ADORA3	0.00772765	0	0	0	0	0	0.342811	0.838878	0	0	0.000454599	0	0
ADPGK	0.168584	0.304247	0.515558	0.271168	0	0.226712	0.306982	0.221638	0	0	0.0410361	0	0.734025
ADPRH	0.000127963	0	0	0	0.654954	0.00426792	0.0613631	0.320454	0	0	0.0738673	0	1.09684
ADPRHL1	0	0	0	0	0	0	0	0	0	0	0.0173825	0.056656	0
ADPRM	0.238333	0.268086	0	0.0686279	0.47526	0.0914574	0	0.254311	0.166716	0	0.00620327	0	0
ADRA2A	0	0	0	0	0	0.0324271	0	0	0	0	0.333947	0	0
ADRA2B	0.0256401	0	0	0.0293719	0	0	0	0	0	0	0.21386	0	0
ADRA2C	0	0	0	0.0631568	0.420472	0	0	0	0	0	0.0430518	0.040627	0
ADRB2	0.289234	0.264462	0.519185	0.510152	0	0	0.0687389	1.12377	0	0	0	0	0
ADRM1	0.00124418	0	0.456654	0.232748	1.00847	0.265078	0.311453	0	0	0	0.381453	0.139349	0.728663
ADSL	0.0551314	0.031827	0	0.159978	0	0.0779721	0.0303102	0	0	0	0.042117	0.000292968	0
AEBP1	0	0	0	0.061787	0	1.13249	0	0	0	0	1.01858	0.99115	0.624377
AEBP2	0.142765	0.138002	0	0.229468	0.0656203	0.112325	0.0560606	0	0	0	0.341355	0.0954207	0.0568299
AEN	0.0629347	0.0952135	0.319388	0.0365997	0.135156	0.118472	0	0	0	0	0.0541314	0.0296129	0
AFAP1	0.0409524	0.0115045	0	0.0738762	0.00172758	0.0256709	0.00536752	0	0	0	0.0348815	0.0283751	0.0279102
AFAP1L1	0.0001855	0	0.214273	0.353412	0	0.0735899	0.0493113	0	0	0	0	0	0.15611
AFAP1L2	0	0.0166302	0.524907	0.221615	0.791554	9.71703e-05	0	0	0	0	0.000212981	0.0878891	0
AFF1	0.000492848	0.316131	0.443489	0.596778	0.343853	0.325074	0.155066	0.0159555	0.00225236	0	0.151274	0.141152	0.391698
AFF2	0	0.000129993	0	0	0	2.09719e-05	0.0753788	0	0	0	0	0	0
AFF3	0	0	0	5.20816e-05	0	0.0223198	0.000399812	0	0	0	0.0375588	0	0
AFF4	0	0.0927434	0	0.356787	0	0.180646	0.465101	0	0	0	0.129969	0.087928	0
AFG3L1P	0.0798486	0	0	0.00394698	0	0.18789	0.15038	0.291774	0.482224	0	0.0484436	0.0899912	0
AFG3L2	0.00348929	0	0	0.131331	0.208069	0.136417	0.185931	0.0558368	0.0279833	0	0.0654204	0.0213255	0
AFMID	0.00043674	0	0.0854132	0.0677143	0	0.0297935	0.0985305	0.00315316	0.00943887	0	0.109022	0.0244949	0.431102
AFTPH	0.144697	0.00984428	0	0.293861	0.114575	0.0974873	0.162293	0.442798	0	1.36234	0.204404	0.392481	0
AGA	0.397309	0	0	0.0697632	0.760873	0.0521469	0	0.393317	0	0	0.198349	0.0855726	0
AGAP1	0.0743187	0	0	0.00894523	0	0.0689891	0	0.331836	0	0	0.125333	0.0137756	0
AGAP2	0.0872803	0.132908	0	0	0	0.000557436	0.000150783	0	0.501323	0	0	0	0
AGAP3	0	0.00388278	0	0.0608687	0	0.0763124	0.180729	0	0	0	0	0.0370939	0
AGAP5	0	0.00917752	0	0	0	1.34988e-05	0	0	0	0	0.0244114	0	0
AGAP6	0.0385177	0	0	5.59265e-05	0	9.61189e-05	0.0155171	0	0.00112935	0	0.000281965	0	0
AGBL3	0.0187601	0	0	0.0171863	0	0.0298759	0	0	0	0	0	0.0748552	0
AGBL5	0	0	0	0.121226	0	0.0413906	0	0	0	0	0.0870208	0.062201	0
AGER	0	0	0	0	0	0.0180446	0	0	0	0	0.0145163	0	0
AGFG1	0.103829	0.000919642	0	0.0622644	0	0.150923	0.797079	0	0	0	0.168616	0	0
AGFG2	0	0	0	0.123444	0	0.0169723	0	0	0.341234	0	0.0528981	0.000392633	0.747286
AGGF1	0.0438155	0.103944	0	0.126664	0	0.0173059	0.000525791	0.279258	0	0	0.019953	0.0561633	0
AGK	0.0556721	0.281072	0	0.364613	0.691379	0.141406	0.00415381	0	0	0	0.149064	0.0517304	0.29338
AGL	0.0626221	0.107597	0	0	0	0.168803	0.0640371	0	0	0	0.106887	0.165485	0
AGMAT	0.000275913	0	0	0	0	0.00714578	0	0	0	0.0671564	0	0	0
AGMO	0	0	0	0.130153	0.337335	0.0121605	0	0	0	0	0.0244702	0	0.0468129
AGPAT1	0.0596538	0.0397515	0.433829	0.116659	0.484104	0.172614	0.0636337	0	0	0	0.10588	0	0.389154
AGPAT2	0	0.0110337	0	0.147563	0	0.0862762	0.126688	0	0	0	0.0092281	0.0182971	0
AGPAT3	0.0017438	0.00602578	0	0.101267	0.0956995	0.0600338	0.217962	0	0.0172551	0	0.0686392	0.00217022	0
AGPAT4	0	0	0.346969	0.0457257	0	0.0317128	0.0265602	0.000245037	0.272543	0	0.000275579	0	0
AGPAT5	0.0329345	0	0	0.0221573	0	0.0459146	0.0314958	0	0	0	0.0684215	0	0.846364
AGPS	0.0445425	0.000227816	0.558034	0.0282183	0.197707	0.244559	0.164141	0.52556	0.249494	0	0.128642	0.08326	0
AGRN	0	0	0.300812	0.00242272	0.0452784	0	0.00194237	0	0	0	0.00112904	0.0157771	0
AGT	0.0123926	0	0	0.000115192	0.166207	0.0600405	0	0	0.00161203	0	0.779985	0.221418	0
AGTPBP1	0.0108632	0.0497251	0.426581	0.0865623	0	0	0.203637	0.434776	0	0	0.0650561	0	0.636337
AGTR1	0	0	0	0	0	0.261924	0	0	0	0	0.150277	0	0
AGTRAP	0.186692	0.469293	0	0.287449	0	0.255864	0.289635	0	0.491479	1.24017	0.0384124	0.150081	0
AHCTF1	0.151076	0.150843	0	0.143823	0.0542295	0.119392	0.128336	0	0	0	0.0902951	0.0801686	0
AHCY	0.191361	0	0	0.0495627	0	0.355673	0.236334	0	0	0	0.102978	0	0
AHCYL1	0.0277237	0.00128054	0.412991	0.397474	0	0.593488	0.150915	0	0.0223795	0	0.834451	0.253255	0
AHCYL2	0.00441935	0	0	0	0.335039	0.0222943	0.00682617	0.00678857	0	0	0	0.00567181	0
AHDC1	0.00236326	0.051822	0	0.0116484	0	0.060291	0	0.0853252	0	0	0.0642701	0.0446614	0.121952
AHI1	0.14696	0.153213	0.000644003	0.24765	0.72213	0.481975	0.0734397	0.0493109	0	0	0.155263	0.0566245	0.84764
AHNAK	0.490932	0.0514187	1.23411	1.26071	0.883847	0.861317	0.858246	1.47946	0	0	1.00053	1.05273	1.79363
AHNAK2	0	0	0	0.13392	0	0.179244	0	0	0	0	0.00870297	0.120682	0.188424
AHR	0	0.197602	0.103569	0.458472	0.756905	0.0770188	0.381243	0.580922	0.371227	0	0.0617675	0.0903118	0.700053
AHSA1	0.0931058	0	0.351581	0.199215	0.859744	0.576222	0.287543	0.577347	0	0	0.4363	0.686784	0.843887
AIDA	0.000735933	0	0	0.0264423	0.527147	0.0742417	0.0321455	0	0	0	0.0442062	0.102161	0
AIF1	0	0	0	0	0	0.00482595	1.33393	0	0	1.9872	0	0	0
AIF1L	0	0	0.834531	0.400109	1.65753	0.0970704	0	0	0	0	0	0	0
AIFM1	0.00016531	0	0.102822	0.118603	0.543745	0.127261	0.00368573	0.145064	0.656531	0	0.0657908	0.180974	0
AIFM2	0.0844892	0	0	0.0105795	0	0.201975	0.102209	0	0	0	0.0607882	0	0
AIG1	0	0	0	0.0997282	0.502135	0.158562	0.0243757	0	0	0	0.15177	0.323983	0
AIM2	0.00228337	0	0	0.000130546	0	0.00391894	0	0	0	0	0.00188905	0	0
AIMP1	0.110518	0.381935	0.136881	0.0960568	0.903223	0.36641	0.265722	0.275624	0	0	0.419774	0.251571	0
AIMP2	0	0	0.798998	0.195912	0	0.152683	0	0.517463	0	0	0.1332	0.0363373	0
AIP	0.220048	0.453358	0.466125	0.179005	0	0.373883	0.131487	0.326763	0	0	0.449489	0.262243	0.792537
AJUBA	0	0	0	0	0	0	0	0	0	0	0.20418	0	0
AK1	0.00253771	0	0	0.00907713	0.476355	0.219376	0.00104597	0	0	0	0.242599	0.271134	0
AK2	0.102315	0.39359	1.10648	0.645039	0.864366	0.42545	0.0324951	0	1.07464	0	0.54116	0.200989	0.733776
AK3	0.221275	0.138056	0.451622	0.226208	0	0.529031	0.0177069	0	0	0	0.555541	0.509327	0
AK4	0	0	0	0.148429	0.366171	0.0528259	0.0331515	0	0	0	0.0979284	0.0517067	0
AK5	0.000127963	0	0.00487041	0.000138837	0	0	0.00089848	0	0	0	0	0	0
AK7	0	0	0	5.50184e-05	0	0.0367037	0	0	0	0	0	0	0
AK8	0	0	0	0	0	0.014275	0	0	0	0	5.87177e-05	0	0
AKAP1	0.00760809	0.062842	0	0.0291788	0.00172758	0.067666	0.00373728	0	0	0	0.424054	0.154216	0
AKAP10	0	0.00015196	0	0.131203	0	0.0607607	0.235903	0	0	0	0.124233	0.00416315	0.921745
AKAP11	0.0567478	0.0871222	0	0.0839298	0.00172758	0.0687073	0.0698802	0	0	0	0.0437869	0.338991	0
AKAP12	0	0	0	0.312267	0.485449	0.647349	0	0	0	0	0.868576	0.753423	0.339112
AKAP13	0.983771	0.727077	0	0.210249	0.598723	0.550945	1.19801	2.55551	0.512376	2.58882	0.323397	0.0775134	0.904147
AKAP5	0.000249953	0	0	0.0479054	0	0	0.00274641	0	0.651577	0	0	0.0378535	0
AKAP6	0	0.000183095	0	0	0	7.99928e-05	0	0	0	0	0.00104985	0.182432	0
AKAP7	0.03519	0.141059	0	0.053355	0	0.0774638	0.140675	0	0.442595	0	0.0025275	0	0
AKAP8	0.0604258	0.242248	0	0.33696	0	0.116182	0.21518	0.459317	0	0	0.152741	0	0
AKAP8L	0	0.0128733	0	0	0.195387	0.0519705	0.00184079	0	0	0	0.0403714	0	0
AKAP9	0.771667	1.08165	0.486893	0.556039	0.418987	0.692874	0.562157	1.10298	0.18209	0.0671564	0.591111	0.531042	1.74865
AKIP1	0	0.0053344	0.289421	0.0887543	0.824033	0.0791076	0.0326981	0.244793	0	0	0.302788	0.0909227	0
AKIRIN1	0.225517	0.386372	0	0.272194	0.733719	0.26498	0.15283	0.308354	0.416095	0	0.287396	0.222018	0
AKIRIN2	0.316116	0.234548	0	0.240008	0.856659	0.243442	0.24698	0.225528	0.521199	0.544178	0.179335	0.184052	0
AKNA	0.234435	0.209882	0.0260213	0.0164225	0.160468	0.0591239	0.0607339	0.000204338	0.467494	0	0.0380002	0.0909078	0
AKR1A1	0	0	0.592351	0.733692	0.559306	0.777037	0.546398	0.763844	0	0	0.54328	0.851976	1.95114
AKR1B1	0.329161	0.326727	0.517047	0.361475	1.94979	0.805883	1.04785	0.285726	0.600482	0	0.173916	0.509952	0
AKR1B10	0	0	0	0	0	0.08881	0	0	0	0	0	0	0
AKR1B15	0	0	0	0	0	0.0456796	0	0	0	0	0	0	0
AKR1C1	0.0167142	0	0.0171061	0.201207	0	0.612491	0	0	0.249097	0	0.0410599	0.274383	0.0164836
AKR1C2	0.000142861	0	0.00267692	0.0792819	0	0.336842	0	0	0.0082362	0	0.000713242	0.164933	0.172972
AKR1C3	0.000142861	0	2.06833	0.684992	0	0.596268	4.95053e-05	0	0	0	0.0341405	0.214106	1.94093
AKR1C4	0	0	0.00737863	0.0036259	0	0.00135767	0	0.000440465	0.00112935	0	2.65385e-05	0.00182647	0.00184497
AKR1E2	0.0141658	0	0	0.0478205	0.0146181	0.00622849	0.0189378	0	0	0	0	0	0
AKR7A2	0	0.104418	0	0.0527372	0	0.319365	0.000626102	0	0	0	0.284268	0.21989	0
AKR7A3	0	0.000200722	0	0.000135246	0	0.000158836	0	0	0	0	0.000217669	0.000154898	0
AKT1	0.126484	0	0.704434	0.0788315	0.58423	0.0788567	0.199141	0.118701	0	0	0.10991	0.104554	0
AKT1S1	0	0	0.211146	0	0	0.0282864	0	0	0	0	0.010321	0.00870568	0
AKT2	0.0216753	0.00466755	0	0.00140495	0	0.0276558	5.2979e-05	0.0164417	0.34688	0	0.0092119	0	0.140357
AKT3	0.305662	0.0695688	0	0.266111	0.419914	0.15788	0.0229815	0.000204338	0	0	0.494394	0.251832	0.653019
AKTIP	0.0988846	0.185877	0.57626	0.24453	0.229109	0.134375	0.0580169	0	0.825826	0	0.152484	0.406503	0
ALAD	0.045864	0	0.502538	0.0465596	0	0.103811	0.0426168	0	0	0	0.119481	0.062739	0
ALAS1	0.0777483	0.127344	0	0.121036	0	0.0521677	0.165844	0.514186	0	0	0.0886462	0.00989006	0
ALB	0	0	0	0	0	0	0	0.000245037	0	0	2.65385e-05	0	0.000925074
ALCAM	0	0	0	0.0439204	0.648778	0.105213	0.34172	0	0	0	0.0225982	0.101151	0
ALDH16A1	0.000242406	0.0298524	0.354365	0.143185	0	0.0263014	0.0653639	0.0427129	0	0	0.00567389	0.0245997	0.0501742
ALDH18A1	0.344864	0	0	0	0	0.296532	0	0	0	0	0.104139	0.162117	0
ALDH1A1	0	0	0	0.0686229	0	1.31381	0.582172	0.478599	0	0	0.678626	0.32397	0.000919893
ALDH1A2	0	0.0335782	0	0.0443946	0	0	0.00213457	0	0	0	5.53532e-05	0.0231261	0.825754
ALDH1A3	0	0	0	0.0284887	0	0.197938	0	0	0	0	0.0548818	0.0873457	0
ALDH1B1	0.00442206	0	0	0.0115282	0	0.0684582	0	0	0	0	0.116729	0.100104	0
ALDH1L1	0	0	0	0	0	0.176973	0	0	0	0	0.0377134	0	0
ALDH1L2	0.0328635	0	0	0.0235509	0	0.128365	0.0431019	0	0	0	0.0529878	0.00816714	0
ALDH2	0	0	0.0420414	0.36492	0.946533	1.08238	0.350524	0	0	0	0.308187	0.541267	1.23892
ALDH3A2	0.0452552	0.000209	0.491291	0.123704	0	0.314186	0.122123	0.0280911	0	0	0.30392	0.231679	0
ALDH4A1	0	0	0	0	0	0.0290924	0.00024997	0	0	0	0.0527372	0	0.589614
ALDH5A1	0	0.000114703	0	0	0	0.0138162	0.00094152	0	0	0	0.000165754	0.044698	0
ALDH6A1	0.130948	0	0	0.172534	1.40935	0.448237	0.0811279	0.143784	0	0	0.376562	0.41982	0.525283
ALDH7A1	0	0.000356009	0	0.00215649	0	0.240888	0.0569356	0	0	0	0.256284	0.322028	0.216133
ALDH9A1	0.135754	0	0.984444	0.423198	0.043654	0.393316	0.14073	0	0.693939	0	0.173099	0.0664484	0.861385
ALDOA	0.134437	0.0678423	0.315403	0.198196	0.0922738	0.29967	0.128172	0.227194	0.0616479	0.0539846	0.674689	0.593026	0
ALDOC	0.0843539	0.115065	0	0	0	0.024011	0.0493961	0.26262	0	0	0.099487	0	0
ALG1	0.0413475	0	0.369789	0	0.449838	0.123383	0.0925888	0.000245037	0	0	0.0543166	0.00121032	0.698903
ALG10B	0	0	0	7.2426e-05	0	0.0164393	0.00860149	0	0	0	0.00498174	0	0
ALG11	0.0182552	0	0	0.18674	0.457713	0.0204418	0	0.0214082	0.00976931	0	0.12262	0.0784714	0
ALG12	0.0530194	0	0	0	0	0.0447444	0.000118317	0	0	0	0	0.0395478	0
ALG13	0.258811	0.331929	0.413361	0.172886	1.10877	0.187452	0.0871015	0.283524	0	0	0.271886	0.0606381	0
ALG14	0.0579467	0	0	0.0134671	0	0.136864	0	0	0	0	0.127821	0.0701663	0
ALG2	0.189214	0	0.476948	0.0576284	0	0.394543	0.105903	0	0	0	0.173696	0.0918006	0.0145997
ALG3	0.000187583	0.13586	0.00320355	0.102514	0	0.467808	0.234595	0	0	0	0.252271	0.0788899	0
ALG5	0.201823	0.266569	0	0.13839	0	0.362129	0.165669	0	0.436532	0	0.440709	0.190594	0.82366
ALG6	0.08587	0.0474018	0.970709	0.0671897	0.0013918	0.137986	0	0	0.279473	0	0.00648758	0.00119861	0.000919893
ALG8	0	0.114819	0	0.11734	0	0.309532	0.00441589	0.591984	0	0	0.233335	0.0285555	0.313734
ALG9	0	0	0.480864	0	0	0.0840024	0.031904	0	0.00225236	0	0.0446049	0	0
ALKBH1	0	0.0993363	0	0.0378167	0.67981	0.0517623	0.0390138	0	0	0	0.0376272	0.184206	0
ALKBH2	0.0383927	0.116191	0	0.140369	0	0.158229	0.0334632	0	0	0	0.180447	0.1706	0
ALKBH3	0	0.073554	0	0.0694525	0	0.146729	0.0156812	0	0.473105	0	0.0477372	0	0.319464
ALKBH4	0	0	0.426331	0.0256862	0.339219	0.0492859	0	0.0504303	0	0	0	0	0.207036
ALKBH5	0.116674	0.0818267	0	0.172977	0.508869	0.275421	0.174562	0.302521	0.186453	0	0.153397	0.489727	0.664325
ALKBH6	0.0107558	0.0227305	0	0.00562496	0	0.00563956	0	0	0	0	0.00429018	0.0155275	0
ALKBH7	0.118021	0	0.170793	0	0	0.19661	0	0.319998	0	0	0.243524	0.293429	0
ALKBH8	0	0	0	0	0	0.0106141	0.0010024	0	0.0018871	0	0	0	0
ALMS1	0.000356208	0	0.0314654	0.151146	0.3209	0.0466233	0.0821112	0.000220402	0	0	0.0170055	6.56533e-05	0
ALOX15B	0	0	0	0	0	0	0.106065	0.288422	0	0	0	0	0
ALOX5	0.00220747	0	0	0	0	0	0.949233	0.953776	0	1.04245	0	0	0
ALOX5AP	0.807319	1.28522	0	0	0	0.000960378	1.05033	2.654	1.5953	2.00019	0.0516708	0	0
ALPK1	0.000452303	0	0	0.0417144	0	0.0696376	0.0688808	0.000204338	0	0	0.167228	0	0
ALPK3	0	0.000471565	0	0.0890338	0	0	0.00325707	0	0	0	0.00188924	0.000410268	0
ALPL	0	0	0.919288	0.0972842	0.62715	0.0299572	0.0383768	0	0.000945777	1.18471	0	0	0
ALS2	0.000931097	0.00134809	0	0.0466466	0.0287133	0.030428	0.0208771	0.761687	0	0	0.117802	0.0491599	0
ALS2CL	0	0	0.304498	0.0863579	0	0	0.0167536	0	0	0	0	0	0
ALYREF	0.0355422	0.000775186	0	0.00966814	0.0956995	0.00721674	0.0043929	0	0.00449401	0	0.0248568	0.000844087	0
AMACR	0	0	0	0	0	0.00144467	0	0	0	0	0.00610406	0.000427172	0
AMBRA1	0	0.0101853	0	5.50184e-05	0	0.014342	0.0163388	0.134219	0	0	0.081073	0	0.887635
AMD1	0.412937	0.265015	0	0.0573414	0.00208553	0.135572	0.214111	0.390831	0.0723765	0	0.192361	0.104207	0
AMDHD2	0	0	0	0.0728118	0	0	0.0569537	0	0	0	0.0378316	0.0140019	0
AMFR	0.0788023	0.0331427	0.00141446	0.00705773	0.0189711	0.12816	0.0287204	0.0489815	0.00926234	0	0.084045	0.0120642	0
AMIGO1	0.00973488	0	0	0	0	0.00879135	0	0	0	0	0.10107	0	0
AMIGO2	0.00117633	0.126108	0	0.22721	0	0	0.168326	0	0	0	0.0650221	0.22977	0
AMMECR1	0.0932128	0	0	0	0	0.0128871	0.00646596	0	0	0	0.0132991	0	0
AMMECR1L	0	0	0	0.0689092	0	0.0145262	0.164495	0	0	0	0.104199	0.0831288	0
AMN1	0	0	0.158786	0	0.584597	0.0477859	0.00127327	0	0	0.102704	0.210334	0.0851307	0
AMOT	9.08476e-05	0	0	0	0	0.0474468	0	0.000204338	0	0	0	0	0
AMOTL1	0	0.000775853	0.0563402	0.173738	0	0.057138	0.000322191	0.284305	0	0	0.217927	0.219284	0
AMOTL2	0	0	0.786373	0.024364	0	0.276952	0	0	0	0	0.490908	0.0658314	0.149367
AMPD2	0.107248	0.00826163	0.141371	0.0122843	0	0.0588421	0.17193	0	0	0	0.0372851	0	0
AMPD3	0.0765169	0.059622	0	0	0	0.0336469	9.59334e-05	0.000220402	0	0	8.15612e-05	0	0
AMPH	0	0	0	0.0272406	0	0.33717	0.00131699	0	0	0	4.77695e-05	0	0
AMT	0	0.057019	0	0.00179571	0	0.0103018	0	0	0	0	0	0	0
AMY2A	0	0	0.000472377	0.000111744	0	0.000478374	0	0	0	0	0	0	0
AMY2B	0	0	0.116244	0.0344377	0	0.0604134	0.047023	0	0	0	0.00612728	0	0
AMZ2	0.0370065	0.365283	0.119783	0.105577	0	0.203827	0.173966	0	0	0	0.359854	0.152022	0
AMZ2P1	0.0644044	0.00300433	0.433947	0.0557794	0.811254	0.136008	0.0505997	0.405067	0	0	0.0397995	0.00045745	0.312078
ANAPC1	0.0105408	0.17562	0.263786	0.21545	0	0.0129812	0.0538574	0.000245037	0.188467	0	0.0822233	0.0023959	0.47989
ANAPC10	0	0.179404	0	0.0737027	0.279023	0.0447878	0.109572	0	0	0	0.268873	0	0
ANAPC11	0.287488	0.210995	0.862108	0.536086	0.666644	0.729026	0.429785	0.384271	0	0	0.743536	0.718206	1.04771
ANAPC13	0.0767068	0.0752631	0.353198	0.547575	0.847482	0.677956	0.245876	0	0	0	0.505793	0.602135	0.981659
ANAPC15	0.0887495	0	0	0.0774757	0	0.0226464	0	0	0	0	0.126416	0.102959	0
ANAPC16	0.839453	1.48478	0.623013	0.500118	0.264265	0.699752	0.258977	0.837968	0.650134	0	1.39954	0.701689	1.711
ANAPC1P1	0	0.000945293	0	0.00372319	0	0	0.000540239	0	0	0	3.26795e-05	0	0.000925074
ANAPC2	0	0	0	0.0311004	0	0.0113354	0.00114528	0	0.0535268	0	0.00233677	0	0
ANAPC4	0.177137	0.193009	0.00949007	0.02804	0.374811	0.100326	0.025654	0	0	0	0.147575	0.0261619	0
ANAPC5	0.247624	0.173948	0.270903	0.336177	1.19588	0.624539	0.271714	0.358512	0.000482675	0	0.630769	0.415878	0.000919893
ANAPC7	0.10311	0.00015196	0.164377	0.122962	0	0.144619	0.0215036	0.214268	0.219516	0	0.177514	0.00980294	0
ANG	0	0	0.00924373	0.0275936	0	0.243611	0.0403963	0	0	0	0.180402	0.105773	0
ANGEL1	0.0190053	0	0	0.0489516	0	0.09072	0.00577926	0.0762718	0	0	0.00840302	0.0451249	0.00643986
ANGEL2	0	0.147344	0.202695	0	0.810983	0.109336	0.114409	0	0.440099	0	0.0689044	0.00934204	0
ANGPT1	0	0.000364921	0	0	0	0.114211	0	0	0	0	0.207744	0.051511	0
ANGPT2	0.0761451	0	0.012575	0.130834	0	0.00996208	0	0	0	0	0.387441	0.192754	0.803583
ANGPT4	0	0	0	5.89248e-05	0	0.0171296	0	0	0	0	0.428431	0.151893	0
ANGPTL1	0	0.000154665	0	5.50184e-05	0	0.748368	0	0	0	0	1.18908	0.0486846	0
ANGPTL2	0	0	0	0.0547017	0	0.157959	0	0	0	0	0.151448	0.0827	0.222106
ANGPTL4	0	0	0	0	0	0.163381	0	0	0	0	0.158635	0.19548	0
ANGPTL5	0	0.000210999	0	0	0	0.170602	0	0	0	0	0.0234483	0	0
ANGPTL7	0.00179298	0	0	7.40345e-05	0	0.311291	0	0	0	0	0	0	0
ANK1	0.000208409	0	0	0	0.088219	0	0	0	0	0	0.0122636	0.158695	0
ANK2	0.000163418	0	0	0.0328226	0	0.454986	0.0286764	0.0017973	0	0	0.134143	0	0.000925074
ANK3	0.29879	0.00102748	0	0	0	0.0161863	0.0257459	0	0	0	0.0102294	0.0839264	0
ANKAR	0.0330084	0	0	0.0423498	0	0.0428171	0	0	0.534829	0	0.0790999	0	0
ANKDD1A	0	0	0.000553314	0.0128691	0	0.051493	0.0916988	0	0	0	0.0839694	0.291482	0
ANKFN1	0	0.000519586	0	5.20816e-05	0	0.0520736	0.000540349	0	0	0	5.24128e-05	0	0
ANKFY1	0.201106	0.165787	0	0	0	0.104152	0.167641	0	0	0.26061	0.0857872	0.0173421	0
ANKH	0.111803	0.125441	0	0.00235019	0	0.270732	0.255442	0	0	0	0	0.397138	0
ANKHD1	0.00970449	0.00655167	0	0.0758618	0.591319	0.0243021	0.134155	0.0158079	0.206795	0	0.0366232	0.0218574	0.532357
ANKIB1	0.0614952	0	0	0.131513	0	0.150262	0.0950649	0	0.333761	0	0.000508699	0.161982	0.706173
ANKLE2	0.335811	0.143144	0	0.0491578	0.184218	0.158598	0.23017	0.126281	0.244006	0	0.205336	0.144055	0.322022
ANKMY1	0.000645397	0	0	0.0396829	0	0.00832604	0.00988399	0	0	0	0.000131005	0.000230963	0.366096
ANKMY2	0	0.000154665	0	0.089523	0	0.0692503	0	0.131785	0	0	0.101595	0.0708236	0
ANKRA2	0.206821	0.0959449	0.560943	0.0839994	0	0.100161	0.0793082	0	0	0	0.167621	0.052955	0
ANKRD10	0.494377	0.32488	2.25385	0.788345	2.25846	0.700067	0.339481	0.493085	0.379772	0	1.05129	0.445964	1.17997
ANKRD11	0.217227	0.182572	0.562112	0.435335	1.03478	0.338351	0.36196	0.163693	0.0365563	0.0671564	0.157739	0.221716	0.882411
ANKRD12	0.911524	1.42237	0	0.735341	0.951823	0.454493	0.81932	1.10656	1.32123	0	0.453252	0.415801	0.912747
ANKRD13A	0.10632	0.000185361	0	0.115351	0.00172758	0.0802356	0.118867	0	0	0	0.0920735	0.168486	0
ANKRD13B	0	0	0	0	0	0.0249959	0	0	0	0	0.001654	0	0
ANKRD13C	0.0487272	0	0	0.0472975	0	0.103128	0.0234063	0.200582	0	0	0.0503991	0.0676483	0
ANKRD13D	0.00799602	0.111368	0	0.0398149	0	0.0818024	0.166206	0	0	0	0.0439207	0.0100102	0.148679
ANKRD16	0.0239146	0	0	0	0	0.03529	0	0	0	0	0.0174978	0.0368215	0
ANKRD17	0.0767681	0.282565	0	0.350073	0.651423	0.338747	0.349345	0.296199	0.397223	0	0.139854	0.173073	0.664815
ANKRD18A	0.11588	9.62956e-05	0	0	0	0	0	0	0	0	0	0	0
ANKRD19P	0.0413738	0.0275699	0	0	0	0.0125753	0	0	0	0	0	0	0
ANKRD20A5P	0	0.0773525	0	0	0	5.83763e-05	0	0.000793773	0	0	6.66597e-05	0	0
ANKRD20A8P	0	0	0	4.08419e-05	0	0	0	0.0046978	0	0	2.94357e-05	0	0
ANKRD23	0	0	0	0	0	0.00633001	0	0.000440465	0	0	0.0294239	0	0
ANKRD26	0.152147	0.0676433	0.0281427	0.275572	0.324583	0.094202	0.0666278	0.000204338	0	0.0539846	0.0802203	0.103502	0.00458263
ANKRD26P1	0	0	0	5.50184e-05	0	0	0.000970739	0	0	0	4.01211e-05	0	0
ANKRD27	0.000130352	0	0.594568	0.114769	0	0.028647	0.0564774	0.000977636	0	0	0.16765	0.137089	0
ANKRD28	0.237658	0.0553421	0	0.133367	0	0.0899018	0.254673	0.245071	0	0	0.0182114	0.0529471	0
ANKRD29	0	0	0.490199	0.232286	1.0818	0.00683059	0	0.000220402	0	0	0.21443	0.0406268	1.3526
ANKRD30B	0.000159919	0.00045693	0	0	0	6.57037e-05	0	0	0	0	0	0	0
ANKRD31	0	0	0	4.00529e-05	0	0.0220689	0	0.000220402	0	0	8.97032e-05	0	0
ANKRD33B	0	0	0	0	0	0.0533303	0	0	0	0	0.0380229	0	0
ANKRD35	0	0	0	0	0	0.546117	0.0535064	0	0	0	0	0.000351536	0
ANKRD36	0.419169	0.413116	0.0894926	0.255649	0.39362	0.110473	0.0105715	0.271358	0.998662	0	0.161359	0.101485	0.126891
ANKRD36B	0.429639	0.12785	0.115833	0.147726	0.095789	0.12683	0.0348436	0.379778	0.0921884	0	0.0919378	0.083324	0.00643986
